wrinkles_severity,acne_severity,dark_circle_severity,pigmentation,skin_type,skin_tone,redness,dark_spots,product_recommendation
5,10,5,4, COMBINATION,FAIR,4,7,"['toner', 'facewash']"
0,8,5,8,, Dark,1,2,
0,4,1,10,OILY, DARK,0,8,['sunscreen']
,,5,10,OILY,,10,7,serumm
10,,4,1,,medium,3,2,['serum']
9,,9,9,normal,medium,9,7,"['sunscreen', 'serum']"
4,1,8,0,normal,medium,4,2,['sunscreen']
7,7,,3,sensitive,fair,,7,"['toner', 'facewash']"
8,8,1,8,DRY, Dark,,10,"['facewash', 'serum', 'toner', 'sunscreen', 'moisturizer']"
10,8,,,norml,dark,4,10,"['toner', 'facewash']"
2,5,9,4,OILY,medum,1,2,['moisturizer']
6,9,9,4,combination,memdu,2,3,['facewash']
5,7,6,2, COMBINATION,medium,1,2,
4,6,7,5,OILY,fair,1,10,['moisturizer']
1,9,10,4,oily,FAIR,10,,"['toner', 'facewash']"
0,0,8,6,, FAIR ,,,
2,2,2,0,  COMBINATION ,medum,10,10,['sunscreen']
2,,7,, dry ,medum,,5,['moisturizer']
4,0,1,1,OILY, Dark,6,6,['serum']
5,7,3,8,dry,,,2,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
2,8,8,10,,dark,4,9,"['toner', 'facewash']"
0,2,10,4, COMBINATION,fair,3,3,['sunscreen']
0,5,9,10,, brown ,3,0,face wash
9,5,4,4,sensitive,fair,1,0,['sunscreen']
6,4,,,sensitive, medium ,2,,['facewash']
5,8,7,0,OILY,olive,6,10,serumm
8,1,8,5, COMBINATION,FAIR,2,7,['serum']
6,7,7,6,OILY,medium,0,9,['sunscreen']
9,9,7,4, COMBINATION,FAIR,1,1,"['toner', 'facewash', 'serum']"
1,8,4,2,OILY,olive,,8,"['toner', 'facewash']"
10,8,8,10,combination, medum ,9,10,"['sunscreen', 'serum']"
3,4,,10,sensitive,fiar,9,5,['sunscreen']
1,6,3,3,oily,medum,8,0,serumm
5,1,5,6,OILY,medum,,3,
1,6,8,4, COMBINATION,,10,4,['toner']
8,7,0,1,oily,medium,6,2,
5,0,7,1,NORML,olive,,1,
7,9,4,8,normal,FAIR,2,7,serumm
3,6,9,9,Dry,medium,7,2,serumm
2,0,7,,sensitive, Dark,6,10,['toner']
6,6,3,6,  COMBINATION ,kDa r,9,10,['sunscreen']
7,8,6,5, oily ,dark,4,,"['toner', 'facewash', 'serum']"
9,6,9,,Dry,medium,4,7,
5,5,0,1,combination,dark,2,6,['toner']
9,5,4,8,, medium ,9,,serumm
8,,10,2,OILY,dark,10,7,['serum']
,1,3,1,OILY,BROWN,6,3,['facewash']
5,7,5,3,normal,,,0,"['toner', 'facewash']"
5,10,,10,  COMBINATION ,olive,7,3,['moisturizer']
8,5,5,3,sensitive,dark,7,4,['serum']
0,6,,,norml, medium ,6,6,moistrzr
3,3,,1, COMBINATION,emmdu,2,4,['sunscreen']
9,8,4,,sensitive,FAIR,6,,"['toner', 'facewash']"
7,10,,10, normal ,FAIR,0,5,"['sunscreen', 'serum']"
1,3,10,3,eievstsni,brown,9,9,
4,9,1,5,Dry,FAIR,,2,['moisturizer']
8,5,2,2,eevnsstii,fair,4,5,face wash
,4,2,9, COMBINATION,brown,3,7,
7,,3,1,dry,fair,3,4,"['moisturizer', 'serum']"
0,4,6,4,sensitive,DARK,6,8,['moisturizer']
7,0,9,9,Dry, dark ,1,5,serumm
4,0,1,2,,OLIVE,9,4,['sunscreen']
6,5,2,5,,fair,3,2,face wash
3,10,7,0,combination,  Dark ,2,9,['serum']
7,9,8,2,,FAIR,,9,"['toner', 'facewash']"
10,9,3,3,dry,medum,6,5,"['toner', 'facewash', 'moisturizer', 'serum']"
9,2,7,4, COMBINATION,brown,1,9,['facewash']
2,6,9,8, COMBINATION,brown,0,5,['moisturizer']
10,8,6,2,lnmor,dark,6,,
9,1,,2,,olive,0,7,['serum']
10,7,3,0, COMBINATION,olive,,1,"['toner', 'facewash', 'serum']"
1,8,6,8,,FAIR,9,9,"['toner', 'facewash', 'sunscreen']"
1,4,0,1,,medium,3,9,['toner']
0,7,5,0, COMBINATION,medum,8,0,
10,,4,10,OILY,dark,,1,"['sunscreen', 'serum']"
8,0,3,10,normal,brown,6,3,['sunscreen']
7,6,5,4,oily,fair,,2,['serum']
7,3,7,0,oily,,10,1,['serum']
1,5,4,9, Dry ,FAIR,9,6,"['sunscreen', 'moisturizer']"
1,8,1,0,amrlno,FAIR,1,,['sunscreen']
2,5,6,10, COMBINATION,brown,,0,['sunscreen']
8,7,1,0,Dry,FAIR,6,2,"['moisturizer', 'serum']"
2,10,9,8,oily,medium,1,4,"['toner', 'facewash', 'sunscreen']"
3,0,5,5, oily ,FAIR,10,0,['serum']
6,5,3,6,Dry,medium,2,9,['moisturizer']
10,5,5,9,Dry,,5,2,"['sunscreen', 'moisturizer', 'serum']"
9,,0,5,sensitive,FAIR,6,4,
4,5,6,3,Dry,brown,6,4,['moisturizer']
6,0,9,1, COMBINATION,FAIR,1,6,serumm
,6,,2,sensitive,dark,4,9,['moisturizer']
1,,5,8,normal,olive,8,6,['sunscreen']
4,3,0,8,OILY, brown ,5,1,['toner']
6,5,3,5,norml,fair,10,5,['serum']
4,0,2,6,iinabocmton, medium ,,9,serumm
9,0,7,6,OILY,,5,9,face wash
4,5,0,8,NORMAL,OLIVE,0,3,['sunscreen']
2,3,0,9,normal, FAIR ,3,3,['sunscreen']
2,7,6,8,sensitive,FAIR,1,9,
,5,1,1,NORML,FAIR,9,,['facewash']
,4,0,6,Dry, DARK,0,0,
,6,2,6,normal, Dark,8,10,['toner']
,4,7,8,combination,DARK,4,4,['toner']
1,8,5,4,Dry,brown,4,,"['toner', 'facewash', 'moisturizer']"
0,5,0,9, normal ,medium,1,6,face wash
0,7,7,,OILY,,6,0,"['toner', 'facewash']"
2,,4,4,oily,brown,6,10,['toner']
9,7,5,4,lonmr,,,9,"['toner', 'facewash', 'serum']"
9,9,8,5,,,2,9,moistrzr
6,3,2,,combination,FAIR,5,10,['toner']
3,9,7,1,OILY,medum,5,2,face wash
7,10,7,10,nseitvsei,medum,10,0,"['sunscreen', 'serum']"
,3,0,2,, fair ,,9,['serum']
2,4,10,9,, Dark,6,7,['toner']
7,,1,0,dry,FAIR,5,0,['moisturizer']
,6,8,,ointcboiman,brown,9,0,['serum']
6,3,8,10,oily,olive,3,1,['toner']
0,6,6,,OILY,medium,4,9,['moisturizer']
6,7,8,9,, brown ,9,0,"['toner', 'facewash', 'sunscreen']"
8,5,5,6,oily,olive,8,6,
6,10,2,9,DRY,,8,3,"['toner', 'facewash', 'moisturizer']"
5,6,8,9,Dyr,dark,2,10,['sunscreen']
1,1,1,8,,,7,8,['toner']
8,0,9,, OILY ,medium,8,0,['serum']
4,3,7,, sensitive ,fair,8,0,['serum']
7,5,0,1,sensitive,brown,3,,['serum']
,9,6,3, COMBINATION, DARK,0,5,['facewash']
8,8,10,3, oily ,,6,9,['serum']
0,9,8,0,OILY,D kar,8,5,"['toner', 'facewash']"
9,,6,3,oily, Dark,8,5,['serum']
5,9,5,3,  COMBINATION , olive ,6,1,"['toner', 'facewash']"
1,,10,5,oily,medum,8,,['facewash']
6,8,8,2, COMBINATION, brown ,0,1,"['toner', 'facewash']"
10,7,6,0,Dry,FAIR,2,7,"['toner', 'facewash', 'moisturizer', 'serum']"
6,4,2,6, COMBINATION,olive,4,,['toner']
4,2,1,2, sensitive , dark ,9,3,moistrzr
0,3,8,0,,  Dark ,10,6,['moisturizer']
7,8,6,8,norml,medium,9,2,"['sunscreen', 'serum']"
,1,,0,Dry,,1,8,['moisturizer']
,3,1,2,Dry,dark,8,2,['moisturizer']
7,0,,,rdy, Dark,3,1,['serum']
2,4,1,8,normal,FAIR,7,4,['serum']
10,0,4,,OILY,medium,8,1,['facewash']
6,1,,,dry,kard,2,9,moistrzr
7,1,0,5, Dry , Dark,5,10,['moisturizer']
0,4,8,9, norml , DARK,10,9,['serum']
4,6,5,10,DRY,,9,3,['moisturizer']
,9,4,9,norml,medium,8,2,face wash
,10,6,9,norml,FAIR,1,7,"['toner', 'facewash', 'sunscreen']"
6,7,9,5,sensitive,,4,10,['moisturizer']
3,7,1,5,,brown,9,5,
4,1,4,2,combination, Dark,6,6,['toner']
,10,,10,NORMAL, DARK,8,0,"['toner', 'facewash', 'sunscreen']"
3,5,6,10, dry ,medum,4,5,"['sunscreen', 'moisturizer']"
0,10,4,,sensitive,medum,10,1,['moisturizer']
0,9,8,3,oily,FAIR,3,8,['moisturizer']
4,3,6,,Dry,,7,2,serumm
7,10,5,8,OILY, brown ,5,3,"['toner', 'facewash']"
1,10,2,,sensitive,FAIR,,,['moisturizer']
6,6,,1,Dry,olive,4,10,['moisturizer']
9,,7,0, norml , fair ,9,6,
4,6,2,3,Dry,olive,1,5,moistrzr
4,,0,7,, medium ,7,5,
10,8,0,9,normal,olive,7,1,['serum']
7,2,5,6,norml, Dark,,1,moistrzr
0,4,0,0, dry ,dark,4,2,['moisturizer']
9,2,10,6,Dry,medum,2,1,"['moisturizer', 'serum']"
2,10,3,8,Dry,,1,5,['moisturizer']
4,5,4,, COMBINATION,medium,3,7,['sunscreen']
8,9,6,10,oily,,,4,['sunscreen']
6,4,4,4,norml, Dark,4,10,['sunscreen']
4,,5,10,DRY,FAIR,10,,['moisturizer']
7,4,1,6,OILY,brown,0,4,serumm
4,2,1,10, COMBINATION,medum,3,,serumm
9,2,5,6,Dry,dark,1,2,moistrzr
8,0,7,,Dry,dark,2,5,"['moisturizer', 'serum']"
10,7,6,2,dry,fair,5,0,"['moisturizer', 'serum']"
7,8,8,3,normal,brown,3,6,['serum']
6,10,5,6,  COMBINATION , DARK,0,8,"['toner', 'facewash']"
5,7,4,6,, Dark,2,9,"['toner', 'facewash']"
0,6,,0,NORMAL,FAIR,8,8,['sunscreen']
5,10,8,6,COMBINATION, Dark,7,10,"['toner', 'facewash']"
1,1,,0,oyli,DARK,7,4,
6,1,4,,,medium,8,1,['serum']
,1,4,2,OILY,,0,10,['serum']
0,4,2,8,oily,fair,2,2,['sunscreen']
2,0,2,4,, dark ,7,6,
10,3,3,3, norml ,medum,7,7,
1,6,10,4,normal,olive,1,2,['moisturizer']
10,6,5,5,DRY, Dakr,6,5,['moisturizer']
10,1,7,6,norml,medum,5,4,['moisturizer']
10,5,,,norml,udeimm,8,0,['toner']
1,10,9,9,oily,OLIVE,0,7,['moisturizer']
,,10,4,combination, olive ,7,9,['moisturizer']
6,,7,3,oily, Dark,6,2,
,0,9,4,combination,dark,10,2,face wash
10,2,7,,combination,iarf,1,0,['serum']
6,3,2,2, COMBINATION,dark,9,10,['toner']
2,1,4,0,sensitive,brown,4,9,['facewash']
7,6,10,2, COMBINATION,olive,8,10,['serum']
9,6,0,5,oily,FAIR,3,5,['serum']
2,4,2,6, COMBINATION,,4,,serumm
9,6,6,9,OILY,FAIR,8,2,
10,10,9,7,,medium,6,8,"['toner', 'facewash']"
1,5,4,,dry,medium,6,4,['moisturizer']
5,3,6,6,  COMBINATION , fair ,4,6,['toner']
6,9,,10,norml, olive ,0,3,moistrzr
10,0,2,7,,medium,6,2,"['sunscreen', 'serum']"
3,1,,4,,,1,10,
6,0,8,9,DRY,medum,0,10,"['sunscreen', 'moisturizer']"
0,8,6,9,sensitive,medium,3,2,"['toner', 'facewash', 'sunscreen']"
4,1,5,5,OILY,medum,,9,['serum']
8,,5,6,OILY,medium,7,1,['serum']
10,7,10,9,normal,FAIR,1,1,
8,6,,0,lioy,,9,5,['serum']
0,4,1,8,, Dark,2,9,['facewash']
6,1,9,3,dry,FAIR,9,2,['moisturizer']
0,9,5,4,oily,olive,5,0,"['toner', 'facewash']"
10,7,3,6,normal,BROWN,7,2,['serum']
3,8,8,,sensitive, medium ,2,10,"['toner', 'facewash']"
3,6,5,5,,MEDUM,10,3,['serum']
9,7,8,, COMBINATION, Dark,6,7,
9,,3,2,oily,DARK,5,1,['serum']
6,7,3,7,oily,OLIVE,7,2,['toner']
0,10,2,9,COMBINATION, dark ,0,1,"['toner', 'facewash']"
7,3,8,6,dry,,2,0,['moisturizer']
0,0,,2,combination,brown,4,7,['sunscreen']
7,1,8,8,normal,BROWN,6,9,['sunscreen']
,4,7,7,norml,fair,4,5,['sunscreen']
5,,4,,combination, FAIR ,0,9,['serum']
2,6,8,1,OILY,medium,10,,['serum']
7,4,10,7,norml,fair,,1,['serum']
,5,4,1,DRY,fair,6,0,['moisturizer']
5,2,5,, dry ,fair,0,1,['moisturizer']
9,6,3,3,OILY, Dark,3,4,['serum']
1,10,6,2,COMBINATION,,10,2,['sunscreen']
10,1,5,3,NORML,olive,3,7,face wash
1,6,1,5,sensitive,IRAF,4,7,serumm
,6,5,7,Dry,olive,1,6,"['sunscreen', 'moisturizer']"
,8,10,8,norml,olive,7,7,['sunscreen']
3,2,10,10,normal, FAIR ,1,1,['sunscreen']
7,6,8,7,OILY,dark,,1,"['sunscreen', 'serum']"
9,7,3,7,COMBINATION,BROWN,0,4,
9,6,1,4,Dry,brown,8,8,['moisturizer']
4,7,7,1,oily,MEDUM,4,9,['toner']
5,9,0,7,NORMAL,medum,4,4,"['toner', 'facewash']"
5,,10,2,mnnciabotoi,medium,5,9,['sunscreen']
6,5,8,10,,OLIVE,,3,['sunscreen']
3,6,7,,rmnlo,FAIR,9,7,serumm
7,6,4,9, COMBINATION,FAIR,5,3,moistrzr
1,,8,2, combination ,medum,2,0,['serum']
9,0,7,4,combination,FAIR,7,5,moistrzr
3,3,10,1,norml, fair ,8,0,
5,9,,9,yrd, Dark,,10,"['toner', 'facewash']"
6,10,2,0,normal,FAIR,1,9,"['toner', 'facewash']"
1,4,9,,norml,,7,8,['sunscreen']
2,,7,6, normal ,fair,8,,['sunscreen']
6,4,4,4,norml, Dark,4,10,['sunscreen']
2,9,8,7, oily ,olive,,10,"['toner', 'facewash']"
7,,2,,sensitive,,,7,['serum']
0,3,8,0,,  Dark ,10,6,['serum']
8,5,9,4,SENSITIVE,,,5,['serum']
3,9,5,2,combination, FAIR ,10,3,serumm
0,8,4,10,,  Dark ,,,"['toner', 'facewash', 'sunscreen']"
8,0,8,5,Dry,medium,,4,face wash
9,,7,0, norml , fair ,9,6,['serum']
1,2,2,8,OILY,brown,3,0,
9,6,2,7,norml,FAIR,6,3,
10,6,0,6, normal ,medum,7,6,['serum']
7,10,7,6,oily,medum,0,7,"['toner', 'facewash']"
7,7,5,10, COMBINATION,,,1,"['toner', 'facewash']"
1,3,8,7,norml,medium,,2,['sunscreen']
5,3,3,8,OILY,,3,7,['sunscreen']
0,5,1,7,norml,medium,10,9,['sunscreen']
1,3,9,10, normal ,FAIR,6,7,face wash
7,9,10,1,Dry, dark ,3,3,"['toner', 'facewash', 'moisturizer', 'serum']"
1,,3,9,oily,iraf,7,1,['facewash']
5,4,2,9,Dry,AFRI,10,1,['moisturizer']
4,0,,3, COMBINATION,brown,1,6,['moisturizer']
2,4,6,6,combination, DARK,5,8,['toner']
4,7,9,3,DRY,FAIR,3,4,"['toner', 'facewash', 'moisturizer']"
10,0,5,7, dry , dark ,4,3,"['sunscreen', 'moisturizer', 'serum']"
10,7,10,1,norml,brown,8,5,"['toner', 'facewash', 'serum']"
0,2,10,,norml,olive,7,,['sunscreen']
9,3,9,0,normal,olive,1,10,['serum']
3,8,0,7,dry, Dark,6,1,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
5,,,0,combination,FAIR,1,6,['toner']
6,9,8,0,norml,fair,1,6,"['toner', 'facewash']"
0,6,7,2,normal,fari,2,6,['sunscreen']
1,3,6,1,  COMBINATION ,dark,7,6,['sunscreen']
10,8,5,7, COMBINATION,  Dark ,1,9,"['sunscreen', 'serum']"
1,10,8,10,OILY, Dark,5,0,"['toner', 'facewash', 'sunscreen']"
,4,4,9,sensitive,FAIR,1,6,moistrzr
10,3,4,2,dry,FAIR,2,8,
,9,1,3,dry,medium,5,,
1,9,1,1,combination, Dark,1,7,
3,1,10,3,sensitive,brown,4,4,moistrzr
8,7,1,3,normal,MEDIUM,7,8,"['toner', 'facewash', 'serum']"
8,2,5,6,normal,medum,8,4,moistrzr
3,10,5,2,ryD,olive,2,5,serumm
,5,3,1,dry, medium ,,3,['moisturizer']
6,1,10,7,TIM ONNOIABC, Dark,8,,face wash
3,0,5,4,sensitive,fair,10,3,['moisturizer']
5,5,2,6, norml ,dark,8,10,moistrzr
2,8,0,4,norml,medium,1,3,
2,1,10,, normal ,fair,9,7,['toner']
6,2,,2,sensitive,dark,6,3,['sunscreen']
5,,3,9,OILY,olive,5,3,['sunscreen']
3,0,9,6, COMBINATION,medum,8,5,serumm
5,6,7,0, oily ,medium,,2,['serum']
2,5,5,7, COMBINATION,MEDUM,3,5,['sunscreen']
5,1,3,5,NORML,,9,10,['serum']
0,6,,,isteievsn,FAIR,8,1,
4,1,5,8,sensitive,MEDIUM,,3,serumm
10,5,10,5,combination,FAIR,4,7,
10,10,7,8,normal,kr Da,3,4,"['toner', 'facewash', 'serum', 'sunscreen']"
5,,10,4,dry,FAIR,5,3,['moisturizer']
1,5,,4,,FAIR,1,3,['moisturizer']
10,1,5,4, COMBINATION,dark,6,1,['serum']
4,7,4,,Dry,FAIR,8,3,['moisturizer']
3,8,10,7,cibimnonato,fair,7,1,"['toner', 'facewash']"
0,0,1,,COMBINATION,medium,5,7,['facewash']
,4,1,0,OILY,fair,5,10,['sunscreen']
6,6,6,10, normal ,dark,,2,
0,6,4,2,,medium,3,2,['serum']
0,7,3,2,SENSITIVE,brown,0,1,['sunscreen']
6,4,10,,OILY,brown,8,2,['sunscreen']
9,0,4,9,TCBMONOINIA ,olive,9,1,['serum']
0,,2,8,dry,FAIR,5,6,
7,1,6,10,norml,medium,4,8,['serum']
8,7,7,5,sensitive,brown,10,1,"['toner', 'facewash', 'serum']"
2,2,4,9,, dark ,6,9,['sunscreen']
1,5,5,,normal,dark,6,8,['serum']
2,10,,2, OILY ,bornw,9,4,['toner']
3,9,2,1,sensitive,Da rk,,8,"['toner', 'facewash']"
5,0,1,7,normal,olive,10,7,['sunscreen']
9,1,5,6, COMBINATION,medum,0,9,serumm
9,10,0,3, dry ,MEDUM,9,2,moistrzr
8,2,0,7,,FAIR,6,1,['serum']
1,9,0,0,OILY,medium,7,2,serumm
3,7,8,9,sensitive,FAIR,9,4,serumm
4,6,3,10,dry,medum,6,8,"['sunscreen', 'moisturizer']"
4,4,10,8,DRY,brown,7,7,moistrzr
,9,5,3,  COMBINATION , FAIR ,0,1,"['toner', 'facewash']"
1,0,5,6,sensitive,medium,9,5,['toner']
3,,,3, OILY ,fair,3,7,moistrzr
,3,2,1, COMBINATION,BROWN,8,,['toner']
6,4,8,6,,r Dka,,1,['facewash']
0,8,10,0,,BROWN,0,,"['toner', 'facewash']"
1,4,0,7,,,4,,['moisturizer']
5,2,8,6,oily,medum,,3,
8,3,10,2,sensitive, FAIR ,5,3,
10,2,0,8,oily,brown,1,9,['sunscreen']
3,1,10,3,Dry,DARK,7,7,
6,6,3,4,norml,FAIR,6,7,moistrzr
3,2,,8,dry,dark,10,7,face wash
1,9,0,0,,medium,9,1,
6,9,3,0,norml,dark,2,4,serumm
4,8,9,9,normal,medium,10,9,"['toner', 'facewash', 'sunscreen']"
4,0,0,3,NORMAL,OLIVE,8,,['serum']
9,5,10,5, COMBINATION,,5,0,['serum']
,3,10,2,oily,ardk,6,4,
4,0,9,9,,FAIR,,10,['serum']
1,9,,0, OILY ,,1,2,"['toner', 'facewash']"
0,6,6,9, norml ,olive,10,9,['sunscreen']
8,3,1,5,combination,medum,5,8,moistrzr
1,7,5,5,oily,,3,0,"['toner', 'facewash']"
9,2,10,2,combination, medum ,2,3,['serum']
0,3,2,6,,fair,5,5,['sunscreen']
5,10,6,0,IOLY,medum,6,3,"['toner', 'facewash']"
3,8,2,,normal,olive,7,2,['facewash']
8,4,7,4,nmboconaiit,fair,,,['serum']
8,10,4,2,OILY, medium ,8,10,
10,,2,5, COMBINATION,brown,7,9,['serum']
,8,3,3,dry,brown,4,7,"['toner', 'facewash', 'moisturizer']"
8,6,2,3,combination,medum,8,0,face wash
9,0,5,6,norml,,7,9,
7,10,0,7, normal , medium ,2,4,
9,10,8,7, sensitive ,MEDIUM,2,2,face wash
3,1,7,9,dry,FAIR,0,1,"['sunscreen', 'moisturizer']"
,9,9,2,dry,imuedm,0,4,"['toner', 'facewash', 'moisturizer']"
1,0,9,7,normal,fair,7,1,
4,7,10,2, COMBINATION,brown,3,6,"['toner', 'facewash']"
0,0,2,1,Dry, DARK,4,9,['moisturizer']
3,8,6,,sensitive,medum,1,4,"['toner', 'facewash']"
2,,8,10,dry,,,10,"['sunscreen', 'moisturizer']"
,10,4,0,oily,,1,9,serumm
0,0,1,8,dry,olive,1,1,['moisturizer']
6,0,9,,, DARK,,,moistrzr
,10,1,5, COMBINATION,medum,7,0,"['toner', 'facewash']"
9,2,,4,dry,  Dark ,7,5,moistrzr
0,8,3,3,combination,dkra,3,1,serumm
0,1,1,,oily, medum ,2,7,face wash
4,7,6,2, COMBINATION,dark,0,10,"['toner', 'facewash']"
3,6,,8,combination,edummi,4,2,['moisturizer']
4,3,7,4,norml,  Dark ,5,3,['serum']
7,3,10,1,dry,MEDUM,2,2,serumm
0,4,0,7, COMBINATION,FAIR,0,10,moistrzr
2,,7,7,dry,fair,2,7,serumm
6,2,5,7,SENSITIVE,medum,5,9,['sunscreen']
10,5,7,8,Dry,,3,0,"['sunscreen', 'moisturizer']"
6,3,8,5,Dry,dark,5,2,['moisturizer']
6,10,1,9,,,7,4,"['toner', 'facewash', 'sunscreen']"
6,8,4,,OILY,ark D,3,7,"['toner', 'facewash']"
1,5,7,6,Dry,olive,0,4,['moisturizer']
8,1,8,0,dry,dark,0,4,['moisturizer']
7,5,2,6, COMBINATION,olive,2,8,
5,3,4,0,combination,fair,1,9,['serum']
9,7,8,5,OILY,dark,4,6,"['toner', 'facewash']"
1,7,6,4,,olive,10,3,serumm
6,10,,2,OILY,  Dark ,6,0,moistrzr
3,7,6,5,combination, fair ,6,5,['sunscreen']
7,3,1,6,oily, FAIR ,,8,['serum']
4,8,5,,mnrol,BROWN,,0,"['toner', 'facewash']"
4,0,5,4,Dry,medium,2,6,['moisturizer']
2,5,4,7,norml,,8,10,['sunscreen']
,6,3,6,,medum,4,0,serumm
7,1,9,, COMBINATION,FAIR,0,2,['sunscreen']
7,1,1,,, fair ,9,10,moistrzr
5,6,6,6,OILY,medium,2,0,['serum']
3,10,1,8,sensitive,FAIR,7,3,"['toner', 'facewash']"
3,,10,9, COMBINATION, Dark,2,6,['sunscreen']
1,4,10,7,SENSITIVE,,0,9,['moisturizer']
8,3,,1,combination,fair,0,8,['serum']
6,0,3,,BCMOAINONIT ,MEDUM,7,10,['sunscreen']
1,2,10,6,norml,obnrw,4,6,['toner']
9,6,3,8,norml,OLIVE,10,4,"['sunscreen', 'serum']"
,2,2,,norml,FAIR,5,7,['sunscreen']
9,,,4,Dry, Dark,,10,serumm
8,9,5,5,, fair ,0,9,
0,2,3,1,OILY,FAIR,1,,moistrzr
3,8,4,10,OILY,brown,10,6,"['toner', 'facewash']"
0,,7,2,oily,fair,,3,['facewash']
1,2,1,7,,fair,4,2,['sunscreen']
5,,1,7,,FAIR,,5,['sunscreen']
6,0,,8,DRY,olive,5,1,"['sunscreen', 'moisturizer']"
0,,5,6,  COMBINATION ,medum,10,5,
9,7,4,2,norml, DARK,,6,"['toner', 'facewash', 'serum']"
,2,3,7,,FAIR,8,2,
3,0,3,7, OILY ,dark,5,1,['sunscreen']
10,6,10,7, COMBINATION,dark,,10,['serum']
3,3,8,8,OBNCMTN AIOI,olive,10,9,['sunscreen']
1,9,8,7,combination,dark,8,4,"['toner', 'facewash']"
4,8,6,8,OILY,,10,5,face wash
6,7,2,1,COMBINATION,medum,0,1,"['toner', 'facewash']"
1,3,5,,norml,,10,6,['sunscreen']
4,2,3,3,norml,dark,5,9,['facewash']
2,5,3,8, COMBINATION,FAIR,2,3,
0,5,2,0,Dry,,10,,moistrzr
1,7,4,0,SENSITIVE,medium,2,9,moistrzr
7,8,7,2,mtbiniooacn,  Dark ,8,2,serumm
3,3,,5,norml, fair ,1,4,['sunscreen']
7,9,4,0,combination,MEDUM,10,9,
0,5,9,10,, brown ,3,0,['moisturizer']
7,0,5,1, COMBINATION,dark,0,9,['serum']
2,9,1,7,norml,MEDIUM,10,8,face wash
7,4,5,3, COMBINATION,volie,4,9,['serum']
8,8,3,7,SENSITIVE,brown,10,,"['toner', 'facewash', 'serum']"
2,4,3,0,OILY,FAIR,,3,['facewash']
9,2,7,,OILY,olive,8,9,['serum']
,,9,1,sensitive,MEDUM,7,10,['serum']
6,2,7,5,oily, brown ,3,9,['moisturizer']
2,3,0,2,oily, Dark,0,10,serumm
10,,4,7,,medium,5,3,moistrzr
1,,8,3,, arkD,5,1,serumm
0,10,8,10,oily,FAIR,7,,['serum']
3,3,5,5,combination, DARK,9,7,['sunscreen']
6,5,9,3,, DARK,10,3,face wash
0,6,3,10,Dry,medium,6,5,['moisturizer']
,9,,7,combination,brown,2,5,"['toner', 'facewash']"
9,6,10,8,oily,FAIR,3,7,"['sunscreen', 'serum']"
1,,2,0,Dry, olive ,3,,['moisturizer']
9,3,8,2,olnram,FAIR,,10,moistrzr
3,6,,8,oily,iraf,10,3,moistrzr
1,4,4,5,,medium,0,7,['sunscreen']
1,8,8,2, OILY ,fair,6,0,"['toner', 'facewash']"
4,,0,9,Dry,medum,2,9,['moisturizer']
8,0,,8,OILY,fair,4,7,
5,4,3,10,,dark,10,8,['facewash']
1,0,7,,norml,,6,2,['toner']
,4,8,7,normal,FAIR,0,2,['sunscreen']
8,3,6,4,Dry,dark,4,5,
2,10,4,2,Dry,medum,0,0,moistrzr
2,6,7,2,Dry,olive,8,0,face wash
4,4,9,4,dry,DARK,3,4,['moisturizer']
4,7,3,7, dry , medium ,7,2,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
9,9,8,2,OILY,  Dark ,2,3,['serum']
7,1,,,norml, brown ,2,1,
2,3,5,,norml,FAIR,,3,['serum']
,2,5,3,NORML,,6,10,['facewash']
5,4,1,10,normal,brown,0,5,['moisturizer']
4,2,8,3, norml ,brown,10,4,['sunscreen']
5,2,2,9,ILOY,MEDUM,7,2,
0,2,1,1,,FAIR,10,3,face wash
9,7,9,9, oily ,dark,2,6,
4,3,0,9,OILY,fair,5,9,face wash
9,0,4,1,Dry,brown,2,1,"['moisturizer', 'serum']"
9,5,2,1,sensitive, fair ,2,5,['serum']
4,2,9,2,norml,medium,10,9,['serum']
6,6,7,0,dry, FAIR ,4,9,['moisturizer']
4,2,9,3,, dark ,0,5,['serum']
7,4,1,4, COMBINATION,medium,10,,['serum']
8,5,3,1, Dry ,OLIVE,8,5,['moisturizer']
6,,9,8,dry,olive,8,9,['moisturizer']
6,1,8,9,OBIC AIMTONN,FAIR,9,0,['facewash']
7,7,8,, COMBINATION, Dark,9,7,"['toner', 'facewash', 'serum']"
3,2,9,5,NORML,dark,7,10,
4,8,,10, norml ,,9,1,"['toner', 'facewash']"
1,5,1,6,normal,medum,1,2,['moisturizer']
9,2,10,0,dry,,8,9,"['moisturizer', 'serum']"
4,0,2,10,ryD, medum ,8,2,['sunscreen']
7,2,3,,dry,kard,6,4,"['moisturizer', 'serum']"
10,2,8,0,Dry,dark,,3,['moisturizer']
,6,0,10,OILY,edimum,7,,['facewash']
5,9,5,2, COMBINATION,medium,0,6,"['toner', 'facewash']"
6,5,10,10, COMBINATION,,2,,['sunscreen']
5,6,5,6,Dry,FAIR,7,1,['moisturizer']
3,0,0,7,OILY, olive ,10,1,['sunscreen']
10,,7,5, COMBINATION,FAIR,5,3,['moisturizer']
